#Geometry     HF/cc-pVTZ       MP2/cc-pVTZ      CCSD/cc-pVTZ     CCSD(T)/cc-pVTZ
propane_00103 -118.281758395188 -118.828702365096 -118.870751784852 -118.891931930263
propane_00104 -118.291288652874 -118.836517015862 -118.878334882525 -118.899021659259
propane_00105 -118.292634758863 -118.838179052519 -118.879892625629 -118.900495503107
propane_00106 -118.294658275261 -118.839804515082 -118.881572996459 -118.902162006754
propane_00107 -118.290052133166 -118.835656628853 -118.877661315908 -118.898527725544
propane_00108 -118.289532974080 -118.834763859147 -118.876905539782 -118.897845483655
propane_00109 -118.288842801934 -118.833582385993 -118.875815963837 -118.896681701256
propane_00110 -118.284219749158 -118.829598587031 -118.871912549908 -118.892844969732
propane_00111 -118.293013874232 -118.837459989657 -118.879441208720 -118.900086188909
propane_00112 -118.284145293740 -118.830434505317 -118.872477655139 -118.893391462027
propane_00113 -118.293262732346 -118.838049996809 -118.879740964525 -118.900243938766
propane_00114 -118.290824655342 -118.836638631228 -118.878506419554 -118.899311527835
propane_00115 -118.291834443654 -118.836939160695 -118.878911758450 -118.899614978540
propane_00116 -118.285867815512 -118.831846608744 -118.873685788770 -118.894571323059
propane_00117 -118.287555099750 -118.833332666419 -118.875465348739 -118.896453551291
propane_00118 -118.287032748745 -118.832813253672 -118.874795683152 -118.895729645902
propane_00119 -118.289760558911 -118.835369426713 -118.877343743050 -118.898195673629
propane_00120 -118.294198376765 -118.839903691269 -118.881865751324 -118.902681410100
propane_00121 -118.294107526329 -118.839385093516 -118.880981830851 -118.901491267296
propane_00122 -118.291516200992 -118.837185722324 -118.879091199867 -118.899801106830
propane_00123 -118.288215448148 -118.833479565074 -118.875271360370 -118.895915616247
propane_00124 -118.286546487506 -118.832112887538 -118.874390646716 -118.895348711373
propane_00125 -118.287712887728 -118.832990937146 -118.875170768919 -118.896109754749
propane_00126 -118.290339679524 -118.834859172397 -118.876922806694 -118.897664212821
propane_00127 -118.289810716889 -118.835965270396 -118.878128466898 -118.899180650558
propane_00128 -118.296221195821 -118.840660155091 -118.882457907518 -118.902999094718
propane_00129 -118.292174325647 -118.837875481212 -118.880048904134 -118.900960264716
propane_00130 -118.297532929009 -118.842032996879 -118.883974311346 -118.904605083935
propane_00131 -118.287910848513 -118.833677701939 -118.875778401518 -118.896706402255
propane_00132 -118.282893121543 -118.828901574216 -118.870801169092 -118.891717443887
propane_00133 -118.288207840667 -118.833739175497 -118.875624100402 -118.896401515212
propane_00134 -118.282613051373 -118.829405019551 -118.871319688703 -118.892305939049
propane_00135 -118.292762401492 -118.837620927835 -118.879361521256 -118.899993583947
propane_00136 -118.287719534503 -118.834535088438 -118.876559726875 -118.897735319821
propane_00137 -118.292763181833 -118.838455632703 -118.880111646367 -118.900904597077
propane_00138 -118.297724640044 -118.843380519961 -118.885329831489 -118.906169625848
propane_00139 -118.292250312340 -118.837936672535 -118.879609736676 -118.900253333064
propane_00140 -118.299624680886 -118.844008017761 -118.885690250242 -118.906136835070
propane_00141 -118.289628308327 -118.835725113068 -118.877830420029 -118.898836507223
propane_00142 -118.294520127597 -118.838778384983 -118.880602822359 -118.901170105618
propane_00143 -118.289346804433 -118.835403065006 -118.877859033083 -118.899007235913
propane_00144 -118.294563729433 -118.838443475936 -118.880173095316 -118.900584518008
propane_00145 -118.290134035212 -118.835853303491 -118.878181588361 -118.899194409897
propane_00146 -118.291416051518 -118.835989157360 -118.877845128985 -118.898460529254
propane_00147 -118.291446208587 -118.836759973924 -118.878826109898 -118.899642449675
propane_00148 -118.291680567807 -118.837086370117 -118.879180574384 -118.899978987916
propane_00149 -118.293025718154 -118.837419192311 -118.879256065456 -118.899766105452
propane_00150 -118.287121423458 -118.833490891961 -118.875742544754 -118.896844119430
propane_00151 -118.296204323653 -118.840396654037 -118.882113313242 -118.902646851290
propane_00152 -118.285196640367 -118.831879786970 -118.873958985729 -118.895018574901
propane_00153 -118.287068437779 -118.832572064062 -118.874015755768 -118.894603676433
propane_00154 -118.292843784827 -118.839013435811 -118.881146506569 -118.902231774401
propane_00155 -118.289111493693 -118.835132906977 -118.876816830181 -118.897760181804
propane_00156 -118.290659668253 -118.837237560371 -118.878951002053 -118.900020125211
propane_00157 -118.295447237922 -118.841464714868 -118.883152774444 -118.903966739387
propane_00158 -118.290696808127 -118.836878862258 -118.877960497049 -118.898449743973
propane_00159 -118.291426732023 -118.838030493323 -118.879701543033 -118.900544234764
propane_00160 -118.290320603548 -118.836061170455 -118.877503926436 -118.898174611187
propane_00161 -118.291753778009 -118.837701304660 -118.879783059740 -118.900827425750
propane_00162 -118.288912837536 -118.834506157152 -118.876734053624 -118.897742700404
propane_00163 -118.289300365436 -118.834714613916 -118.876706492821 -118.897578836086
propane_00164 -118.293573189105 -118.838957891275 -118.881104378617 -118.901956069087
propane_00165 -118.287600531469 -118.832854979287 -118.874475113216 -118.894993112941
propane_00166 -118.290804706986 -118.836468292732 -118.878511081915 -118.899295551601
propane_00167 -118.295354878030 -118.840088173291 -118.881921756503 -118.902532325470
propane_00168 -118.291582080491 -118.836847632047 -118.878866503503 -118.899695238723
propane_00169 -118.295267038682 -118.840433510054 -118.882587148694 -118.903466414744
propane_00170 -118.294187014018 -118.839141746286 -118.880933380347 -118.901614262017
propane_00171 -118.290395753337 -118.836405481632 -118.878551334860 -118.899618074066
propane_00172 -118.296736196684 -118.841356761178 -118.883219927354 -118.904039790479
propane_00173 -118.292033986036 -118.838315910868 -118.880390281254 -118.901513546834
propane_00174 -118.295242455425 -118.840567978422 -118.882121610376 -118.902725420103
propane_00175 -118.292031341760 -118.837928945559 -118.879411571607 -118.900030724592
propane_00176 -118.290649105887 -118.837123905564 -118.878592286056 -118.899316591775
propane_00177 -118.293979222166 -118.840146425102 -118.881608912546 -118.902398732537
propane_00178 -118.293074531861 -118.838945073660 -118.880889703113 -118.901852790937
propane_00179 -118.287381047766 -118.832728112421 -118.874660976901 -118.895488732631
propane_00180 -118.293447718736 -118.839127070654 -118.881475299003 -118.902596372912
propane_00181 -118.291350565546 -118.836561554175 -118.878409017914 -118.899250683350
propane_00182 -118.288500804563 -118.834819633616 -118.876898668113 -118.897983646848
propane_00183 -118.291562349947 -118.836802818027 -118.878693478103 -118.899395454406
propane_00184 -118.289273565658 -118.834706307457 -118.876753881646 -118.897521265632
propane_00185 -118.291171249641 -118.836042345590 -118.878168575819 -118.898964010518
propane_00186 -118.286907623262 -118.832640288884 -118.874695421329 -118.895657753666
propane_00187 -118.289431069737 -118.834982246324 -118.877135378789 -118.898068036932
propane_00188 -118.291898687066 -118.837214143676 -118.879227036110 -118.900000262700
propane_00189 -118.285257809121 -118.831634023405 -118.873561007312 -118.894423007682
propane_00190 -118.290594709754 -118.835899890541 -118.877533784957 -118.898114128830
propane_00191 -118.284089303925 -118.831182941121 -118.873325614771 -118.894450024121
propane_00192 -118.284389651155 -118.829908589684 -118.871563021437 -118.892216150548
propane_00193 -118.285362182719 -118.831758306219 -118.874137687767 -118.895277503090
propane_00194 -118.283702472594 -118.829819480839 -118.871892406450 -118.892901690113
propane_00195 -118.283823948827 -118.830297272322 -118.872181152547 -118.893196948211
propane_00196 -118.289062590058 -118.835097445974 -118.877208647709 -118.898205463226
propane_00197 -118.288324975344 -118.833492347815 -118.875322786346 -118.896001972941
propane_00198 -118.286671526230 -118.832561967274 -118.874763168469 -118.895718157292
propane_00199 -118.281847835088 -118.827200012459 -118.869106799213 -118.889831758219
propane_00200 -118.282174027225 -118.828289794497 -118.870525764865 -118.891480022922
propane_00201 -118.287186004224 -118.832595829035 -118.874532643319 -118.895232886582
propane_00202 -118.281563878587 -118.827605421045 -118.869522047897 -118.890301450459
propane_00203 -118.283714405474 -118.830273171899 -118.872389039917 -118.893456090880
propane_00204 -118.285883503107 -118.831379269497 -118.873331321750 -118.894210134290
propane_00205 -118.278052398516 -118.825587740794 -118.867915515548 -118.889302321726
propane_00206 -118.279885592362 -118.826147370169 -118.867939698470 -118.888777468251
propane_00207 -118.277206357932 -118.824687911060 -118.866528157733 -118.887521701805
propane_00208 -118.272878827073 -118.820616569322 -118.861940497326 -118.882718356809
propane_00209 -118.279233576868 -118.826812249815 -118.868387693160 -118.889343303763
propane_00210 -118.283849532709 -118.830682500326 -118.872503205396 -118.893531878406
propane_00211 -118.283068405605 -118.829611732248 -118.871567199186 -118.892613705009
propane_00212 -118.286804434682 -118.833257780476 -118.875278626141 -118.896326929450
propane_00213 -118.293365981259 -118.838747434163 -118.880483688435 -118.901185916116
propane_00214 -118.289836388229 -118.835740165846 -118.877729400582 -118.898637190157
propane_00215 -118.288544994342 -118.833778822695 -118.875758662326 -118.896545701286
propane_00216 -118.285771918212 -118.831158732997 -118.873282115234 -118.894098956441
propane_00217 -118.284495560808 -118.829605085158 -118.871593759627 -118.892286548863
propane_00218 -118.289655911874 -118.834924010405 -118.877051463452 -118.897883217162
propane_00219 -118.287007073195 -118.832352961631 -118.874257694831 -118.895079420626
propane_00220 -118.289978677992 -118.835576793631 -118.877914758497 -118.899072895921
propane_00221 -118.290768873520 -118.835536521648 -118.877730828255 -118.898640972451
propane_00222 -118.291094808721 -118.836585413514 -118.878734953762 -118.899681419736
propane_00223 -118.293931693504 -118.839524103433 -118.881462660172 -118.902329485178
propane_00224 -118.288981400170 -118.835625151587 -118.877124633447 -118.897958832964
propane_00225 -118.288532340103 -118.835753728797 -118.877480470427 -118.898502445550
propane_00226 -118.292835720866 -118.838191613344 -118.879431332094 -118.899910430047
propane_00227 -118.281862150249 -118.829731321568 -118.871710321482 -118.892967539325
propane_00228 -118.290732996005 -118.836022777850 -118.877454393604 -118.898065457211
propane_00229 -118.291078418048 -118.837888197486 -118.879828222060 -118.900972637639
propane_00230 -118.293493423185 -118.839257282729 -118.880945841390 -118.901759872213
propane_00231 -118.298652495916 -118.843478982514 -118.885290650404 -118.905943999069
propane_00232 -118.296855660485 -118.841958114178 -118.884112595819 -118.904924260270
propane_00233 -118.299153173681 -118.842876857713 -118.884692433909 -118.905142184544
propane_00234 -118.287351302280 -118.833511737313 -118.875830389669 -118.896915974501
propane_00235 -118.296012757194 -118.839406748144 -118.881111887352 -118.901436636916
propane_00236 -118.288983577094 -118.834785070153 -118.877350715942 -118.898470038081
propane_00237 -118.295605494107 -118.839291130281 -118.881100624658 -118.901563262607
propane_00238 -118.294815272128 -118.840283160395 -118.882534083500 -118.903493779309
propane_00239 -118.295803250555 -118.840831583297 -118.882743701267 -118.903457765668
propane_00240 -118.297035300819 -118.841767521568 -118.883505364338 -118.904030773950
propane_00241 -118.293577526028 -118.839555860549 -118.881698548372 -118.902614403959
propane_00242 -118.297488390767 -118.841723800738 -118.883167239442 -118.903555412101
propane_00243 -118.284181278284 -118.831945707155 -118.874074973470 -118.895446391102
propane_00244 -118.294203473153 -118.838935046206 -118.880395213809 -118.900968150576
propane_00245 -118.292156377337 -118.838954666831 -118.881010823235 -118.902165601603
propane_00246 -118.297895493667 -118.843092031080 -118.884742597731 -118.905411593621
propane_00247 -118.298109526803 -118.843701900480 -118.885332174080 -118.906032942369
propane_00248 -118.295422438969 -118.841508822431 -118.883304754855 -118.904131867182
propane_00249 -118.301964468922 -118.845709397295 -118.887194928566 -118.907471538542
propane_00250 -118.289957413555 -118.836382063555 -118.878742983957 -118.899877149915
propane_00251 -118.295659521616 -118.839299283454 -118.880971789532 -118.901384464761
propane_00252 -118.291249450145 -118.837237466675 -118.879803376613 -118.901068801867
propane_00253 -118.296244037936 -118.840733433590 -118.882546208074 -118.903284259680
propane_00254 -118.295602573036 -118.841214234028 -118.883198729286 -118.904077570485
propane_00255 -118.298697462524 -118.843802801746 -118.885608712859 -118.906214404716
propane_00256 -118.293930999051 -118.839165459592 -118.880694256616 -118.901195288711
propane_00257 -118.294307062318 -118.840133586096 -118.882139884984 -118.903034716536
propane_00258 -118.293165779078 -118.838211027843 -118.879735541570 -118.900327675872
propane_00259 -118.287592925605 -118.834469713038 -118.876526412710 -118.897631267908
propane_00260 -118.296639345361 -118.841446350401 -118.883122254622 -118.903708175676
propane_00261 -118.291591010654 -118.837683259508 -118.879533484984 -118.900408980430
propane_00262 -118.295103014779 -118.840990495337 -118.882835697883 -118.903711040303
propane_00263 -118.299649328704 -118.844563792837 -118.886178523431 -118.906753025557
propane_00264 -118.291636264983 -118.838116140970 -118.879987512880 -118.900883534862
propane_00265 -118.291383144872 -118.836895527941 -118.878316043304 -118.898870635371
propane_00266 -118.293056614866 -118.839161890674 -118.881307062155 -118.902331195422
propane_00267 -118.290411932292 -118.836156340711 -118.877773938541 -118.898568151002
propane_00268 -118.291264578493 -118.837456269993 -118.879479684762 -118.900549813816
propane_00269 -118.296632160099 -118.841800970124 -118.883875010079 -118.904737964124
propane_00270 -118.290685981971 -118.836631256680 -118.878375366005 -118.899163063271
propane_00271 -118.296156708745 -118.841880242941 -118.883708390118 -118.904441865892
propane_00272 -118.294585301076 -118.840066233635 -118.881591854637 -118.902118568488
propane_00273 -118.291960972601 -118.838153166936 -118.879872853232 -118.900666553424
propane_00274 -118.294623582234 -118.839642643812 -118.881575243659 -118.902294366271
propane_00275 -118.291644797245 -118.836849400540 -118.878955811087 -118.899854776491
propane_00276 -118.289083397204 -118.834650762227 -118.877042997824 -118.898189271419
propane_00277 -118.293181624664 -118.837909329988 -118.879758914555 -118.900530629239
propane_00278 -118.293620758309 -118.839833463050 -118.881872840755 -118.902886877982
propane_00279 -118.298005553484 -118.842465081049 -118.883834201705 -118.904163422429
propane_00280 -118.292428781574 -118.838711840623 -118.880502366657 -118.901316376980
propane_00281 -118.300947192221 -118.845337723899 -118.887051661009 -118.907540622191
propane_00282 -118.293996667263 -118.839682150007 -118.881511582746 -118.902377402942
propane_00283 -118.296201069153 -118.841499165243 -118.883416873397 -118.904262654896
propane_00284 -118.296616603300 -118.841311161610 -118.883147869100 -118.903794102142
propane_00285 -118.292082218711 -118.837955232585 -118.880000048243 -118.900899744189
propane_00286 -118.300361324789 -118.843972627601 -118.885713591915 -118.906090542072
propane_00287 -118.285228961082 -118.832047419475 -118.874207209850 -118.895302660090
propane_00288 -118.297611198252 -118.841516921543 -118.883054958164 -118.903377177511
propane_00289 -118.291753916674 -118.837761503295 -118.879859484904 -118.900745512632
propane_00290 -118.296121391491 -118.840583029728 -118.882361397467 -118.902896614814
propane_00291 -118.291367750573 -118.837307436370 -118.879445602737 -118.900539998596
propane_00292 -118.289040952695 -118.835252425820 -118.877277165073 -118.898456378916
propane_00293 -118.294612830204 -118.839493433827 -118.881448572326 -118.902289499342
propane_00294 -118.287399819944 -118.834184051309 -118.876247043463 -118.897356089314
propane_00295 -118.294352092987 -118.838807037370 -118.880185804281 -118.900488059040
propane_00296 -118.284993197852 -118.832323434260 -118.874278781246 -118.895292577107
propane_00297 -118.291145770494 -118.836537070289 -118.877787717524 -118.898266660325
propane_00298 -118.290611369767 -118.837215948216 -118.879321177168 -118.900382007563
propane_00299 -118.291626463000 -118.837032112930 -118.878699670268 -118.899345060669
propane_00300 -118.294050649864 -118.839970665386 -118.881926146490 -118.902803487682
propane_00301 -118.293538583340 -118.839469582386 -118.881147894386 -118.901952345339
propane_00302 -118.291897409723 -118.837787653144 -118.879414479428 -118.900189900051
propane_00303 -118.298920577019 -118.844018980387 -118.886212164419 -118.907061625261
propane_00304 -118.291543108457 -118.836698683426 -118.878534142194 -118.899205032775
propane_00305 -118.290911747274 -118.836805663945 -118.878957917881 -118.899944862820
propane_00306 -118.295375266795 -118.840028016026 -118.881900133047 -118.902568136412
propane_00307 -118.287500629737 -118.833613545936 -118.875563601696 -118.896473774268
propane_00308 -118.292145802531 -118.837197443410 -118.879039294500 -118.899705243956
propane_00309 -118.288999100326 -118.834795514687 -118.877005238296 -118.897936084880
propane_00310 -118.294842864663 -118.839406437608 -118.881416733591 -118.902093627967
propane_00311 -118.286540217413 -118.832810160715 -118.874863591248 -118.895894153275
propane_00312 -118.293720730733 -118.838739766719 -118.880758315216 -118.901532728995
propane_00313 -118.289413803395 -118.835047207283 -118.877055948315 -118.897858770263
propane_00314 -118.285302593165 -118.831646111900 -118.873656002913 -118.894630553064
propane_00315 -118.297789465510 -118.842099991377 -118.884230155205 -118.904996713794
propane_00316 -118.286831215491 -118.833216841059 -118.875464947468 -118.896611260311
propane_00317 -118.294538861395 -118.838985877615 -118.880832759312 -118.901380003357
propane_00318 -118.295335577677 -118.840896313669 -118.883123536756 -118.903988455718
propane_00319 -118.290062770439 -118.835567244020 -118.877082680937 -118.897684469734
propane_00320 -118.292063805716 -118.838089650910 -118.880003126026 -118.900862194903
propane_00321 -118.299833446526 -118.844559447967 -118.886322225549 -118.906872443925
propane_00322 -118.294912856357 -118.840591465572 -118.882242507557 -118.902915928859
propane_00323 -118.293336014445 -118.839385095579 -118.881306037362 -118.902225083213
propane_00324 -118.299283936686 -118.843999272889 -118.885802285390 -118.906506082102
propane_00325 -118.291065120320 -118.837530114453 -118.879645331005 -118.900774887331
propane_00326 -118.291758517084 -118.836803762067 -118.878583456036 -118.899250416286
propane_00327 -118.292811395192 -118.838430378304 -118.880599652552 -118.901517849712
propane_00328 -118.288180254237 -118.833757920726 -118.875493135408 -118.896243571132
propane_00329 -118.293863256171 -118.839200160539 -118.881356188333 -118.902234004434
propane_00330 -118.291249540380 -118.836332861513 -118.878227420442 -118.898894240717
propane_00331 -118.287682755137 -118.833556061786 -118.875509110778 -118.896291463930
propane_00332 -118.290572931821 -118.836111942454 -118.878207864647 -118.899010509585
propane_00333 -118.294190524533 -118.839349161731 -118.881286802966 -118.902028239409
propane_00334 -118.283813795094 -118.830230653170 -118.872011513790 -118.892929760501
propane_00335 -118.289604318412 -118.835291095686 -118.877385232416 -118.898298022247
propane_00336 -118.290504155000 -118.835918918774 -118.877749636944 -118.898464750008
propane_00337 -118.282938647375 -118.829902841742 -118.871557192397 -118.892434927335
propane_00338 -118.299578654402 -118.844451616120 -118.886070035130 -118.906542073371
propane_00339 -118.282201557336 -118.829977534200 -118.871420712508 -118.892300155294
propane_00340 -118.292952668194 -118.838779420715 -118.880228416004 -118.900861356843
propane_00341 -118.290757057376 -118.836980981116 -118.879083512732 -118.900158446936
propane_00342 -118.279635820436 -118.826164979953 -118.867955201987 -118.889037642611
propane_00343 -118.286694161524 -118.833056579302 -118.875217997485 -118.896377768027
propane_00344 -118.289154795023 -118.834721440001 -118.876600226930 -118.897431935360
propane_00345 -118.290181545128 -118.836414622051 -118.878329909753 -118.899235231287
propane_00346 -118.284922897478 -118.831348279337 -118.873078926390 -118.893872821590
propane_00347 -118.299734185532 -118.844080192258 -118.885777156648 -118.906201016168
propane_00348 -118.284795812501 -118.831810482577 -118.873779364976 -118.894781560836
propane_00349 -118.297307289838 -118.841361219609 -118.882980363415 -118.903394617667
propane_00350 -118.288114054604 -118.834936692619 -118.877353236382 -118.898624980429
propane_00351 -118.288383725988 -118.833423578312 -118.874940208573 -118.895566636216
propane_00352 -118.293666655874 -118.839282784110 -118.881674362779 -118.902774673264
propane_00353 -118.292513376150 -118.837749278597 -118.879585599417 -118.900369284026
propane_00354 -118.293780478038 -118.839325788668 -118.881123863622 -118.901867749294
propane_00355 -118.294920556761 -118.840723693677 -118.882658632689 -118.903431802623
propane_00356 -118.294540154711 -118.839705060044 -118.881110230094 -118.901562291425
propane_00357 -118.287202130989 -118.834197746733 -118.876338872406 -118.897523684699
propane_00358 -118.293949899633 -118.837999708455 -118.879844844991 -118.900494049545
propane_00359 -118.280107786773 -118.827405129504 -118.870036121998 -118.891567133924
propane_00360 -118.290592310727 -118.835460608671 -118.877169501918 -118.897811153753
propane_00361 -118.294459670258 -118.840266925169 -118.882348354586 -118.903177418946
propane_00362 -118.288414872757 -118.834317801167 -118.875892422024 -118.896447827492
propane_00363 -118.292373162717 -118.837813398534 -118.879455248050 -118.899980945584
propane_00364 -118.289285158810 -118.835289962850 -118.877328930794 -118.898194744846
propane_00365 -118.294708432372 -118.838876624085 -118.880793789467 -118.901438753109
propane_00366 -118.281839118497 -118.828773506756 -118.871481260369 -118.893020340041
propane_00367 -118.287578771940 -118.832143155781 -118.873959256482 -118.894717564272
propane_00368 -118.289347615981 -118.835672226235 -118.878010723120 -118.899170947843
propane_00369 -118.295984769167 -118.840554158905 -118.882067600173 -118.902431077614
propane_00370 -118.289522380976 -118.835646389786 -118.877244269748 -118.897849219745
propane_00371 -118.295301991714 -118.841214743174 -118.882805983293 -118.903442740612
propane_00372 -118.297539734865 -118.842669477499 -118.884072292882 -118.904616415649
propane_00373 -118.286338730034 -118.833759738157 -118.875962595528 -118.897335060020
propane_00374 -118.291144793085 -118.835493940465 -118.877144570475 -118.897736520693
propane_00375 -118.288452293725 -118.835176045952 -118.877640961775 -118.899001493676
propane_00376 -118.297238540807 -118.841069173358 -118.882654666607 -118.903071751036
propane_00377 -118.289867223483 -118.836153357857 -118.878347505646 -118.899329189794
propane_00378 -118.300246845876 -118.843946464691 -118.885398033882 -118.905569689132
propane_00379 -118.292818981166 -118.838414764782 -118.880552854057 -118.901343054954
propane_00380 -118.295573412651 -118.840286273120 -118.882366144524 -118.903114618350
propane_00381 -118.291234877902 -118.836254295940 -118.878453492575 -118.899475356975
propane_00382 -118.288352236463 -118.834075630249 -118.876656555187 -118.897995139994
propane_00383 -118.293603797027 -118.837543291274 -118.879560152493 -118.900207813959
propane_00384 -118.293449479154 -118.838812863925 -118.881070792953 -118.901945437546
propane_00385 -118.295141852564 -118.839418670005 -118.881002183279 -118.901352207844
propane_00386 -118.291171948785 -118.837087402714 -118.878978432197 -118.899735950539
propane_00387 -118.301091566333 -118.845178183298 -118.886800999428 -118.907156994961
propane_00388 -118.295575914864 -118.841154822597 -118.882943926707 -118.903722598342
propane_00389 -118.297146242367 -118.842697672472 -118.884614737450 -118.905547357913
propane_00390 -118.289240364457 -118.835780105570 -118.877476645202 -118.898527011358
propane_00391 -118.290355418414 -118.836916244283 -118.878667242793 -118.899726514888
propane_00392 -118.292296097231 -118.838536735026 -118.880230808673 -118.901122719270
propane_00393 -118.287008737061 -118.833718028289 -118.874925897830 -118.895565444744
propane_00394 -118.294888126183 -118.840802755579 -118.882338333554 -118.902939730158
propane_00395 -118.292375155805 -118.838724908998 -118.880209529464 -118.900910694031
propane_00396 -118.297456337843 -118.842386733248 -118.884252744601 -118.904985010248
propane_00397 -118.285248097766 -118.831396903367 -118.873775735455 -118.895004762052
propane_00398 -118.290547806116 -118.835097974690 -118.877203459545 -118.898077818321
propane_00399 -118.285993471856 -118.832180564771 -118.874568245664 -118.895775140643
propane_00400 -118.287989241822 -118.832896156425 -118.874544942300 -118.895093655739
propane_00401 -118.281844954853 -118.828491292769 -118.870535903089 -118.891459353829
propane_00402 -118.286998179562 -118.832205218667 -118.873968079108 -118.894553717745
propane_00403 -118.292389653378 -118.837295380547 -118.879433715621 -118.900196639496
propane_00404 -118.287193562702 -118.833074492067 -118.875392944714 -118.896467418351
propane_00405 -118.291911551939 -118.836600041562 -118.878516417014 -118.899302713665
propane_00406 -118.289510454891 -118.835544492614 -118.877898156600 -118.899082025484
propane_00407 -118.294747927359 -118.839719589951 -118.881375911093 -118.902036041253
propane_00408 -118.289022465394 -118.836111486818 -118.877801125719 -118.898770592374
propane_00409 -118.293920462625 -118.840296936350 -118.881632013979 -118.902307147231
propane_00410 -118.289068987485 -118.835978015482 -118.877115896468 -118.897779669619
propane_00411 -118.293635894658 -118.840267615312 -118.881971541811 -118.902869254342
propane_00412 -118.288271521095 -118.834312643179 -118.875848569963 -118.896556194135
propane_00413 -118.291788971620 -118.838033776937 -118.880056884986 -118.901057524938
propane_00414 -118.292834712038 -118.837873819535 -118.879593186073 -118.900290505734
propane_00415 -118.290004497268 -118.835802939696 -118.877913559516 -118.898866292177
propane_00416 -118.294982767435 -118.839720484127 -118.881769610280 -118.902464852050
propane_00417 -118.289795778327 -118.834931127927 -118.876895719083 -118.897603170878
propane_00418 -118.289846375830 -118.835572173529 -118.877655777433 -118.898548726603
propane_00419 -118.285663061407 -118.831225643230 -118.873021413572 -118.893750387130
propane_00420 -118.285807079555 -118.832103765824 -118.874338670559 -118.895409447331
propane_00421 -118.289695740994 -118.834539693607 -118.876442542000 -118.897125743138
propane_00422 -118.286583354054 -118.832634591684 -118.874932955567 -118.895985511167
propane_00423 -118.289339131931 -118.835031342829 -118.876974200057 -118.897852528854
propane_00424 -118.290708911875 -118.836254528456 -118.878115856055 -118.898887893489
propane_00425 -118.292603345107 -118.838198018081 -118.880220795432 -118.901021778734
propane_00426 -118.291894886614 -118.837441541778 -118.879131521618 -118.899813256546
propane_00427 -118.289170809408 -118.835661393975 -118.877388987200 -118.898331063361
propane_00428 -118.287275966710 -118.833740002174 -118.875481605994 -118.896458658093
propane_00429 -118.295862177491 -118.841314696035 -118.883270265591 -118.904139844195
propane_00430 -118.290688374878 -118.836461539333 -118.878270627266 -118.899052514631
propane_00431 -118.295955272640 -118.841265369827 -118.882998176012 -118.903650491104
propane_00432 -118.286754266963 -118.833465236341 -118.875159126712 -118.896043827370
propane_00433 -118.292692067427 -118.837978585491 -118.879586520727 -118.900260946178
propane_00434 -118.291653129813 -118.837627793390 -118.879889637409 -118.900968580437
propane_00435 -118.293508796942 -118.838392618909 -118.880343053706 -118.901122676209
propane_00436 -118.292504003215 -118.838432435299 -118.880611954313 -118.901658468852
propane_00437 -118.293456538315 -118.838344955089 -118.879909885336 -118.900424726646
propane_00438 -118.296158130267 -118.841698818227 -118.883582023472 -118.904310752861
propane_00439 -118.292034168209 -118.837569269587 -118.879227421548 -118.899824980800
propane_00440 -118.295300705262 -118.840188074252 -118.881981319939 -118.902619415252
propane_00441 -118.286823532446 -118.833050117894 -118.875234542126 -118.896354866818
propane_00442 -118.293813312544 -118.838656711887 -118.880534683803 -118.901357689837
propane_00443 -118.291945539049 -118.837922269365 -118.880318824210 -118.901457649558
propane_00444 -118.297254937661 -118.841784115641 -118.883470876656 -118.903973285590
propane_00445 -118.293366428618 -118.839115597301 -118.880901038290 -118.901589794566
propane_00446 -118.292554760133 -118.837593978500 -118.879250449248 -118.899755382475
propane_00447 -118.295647228500 -118.840715814183 -118.882743248293 -118.903520446413
propane_00448 -118.290220587017 -118.835400032999 -118.877608543012 -118.898517271334
propane_00449 -118.288010877395 -118.833506991731 -118.875560175611 -118.896533109996
propane_00450 -118.287146397401 -118.833391352945 -118.875577318355 -118.896740520375
propane_00451 -118.295787110963 -118.840592302596 -118.882193836080 -118.902815203114
propane_00452 -118.290784944863 -118.837149402029 -118.879195978792 -118.900163362287
propane_00453 -118.299860513077 -118.844212713037 -118.885822841523 -118.906241127513
propane_00454 -118.291060263950 -118.837425835896 -118.879259180339 -118.900148236240
propane_00455 -118.292508127592 -118.837788073516 -118.879506729753 -118.900207608876
propane_00456 -118.289479127920 -118.835590613213 -118.877491908402 -118.898452474581
propane_00457 -118.291084737744 -118.836528038617 -118.878549172514 -118.899396867566
propane_00458 -118.290651147222 -118.835883644162 -118.877876474474 -118.898724013833
propane_00459 -118.289933151403 -118.836026086113 -118.878165547340 -118.899220664433
propane_00460 -118.299685771524 -118.844373178652 -118.886162602581 -118.906807029824
propane_00461 -118.290614161490 -118.836758708192 -118.878883973151 -118.899842097967
propane_00462 -118.294611568434 -118.839576513452 -118.881401815708 -118.902021208157
propane_00463 -118.284415752209 -118.830772681509 -118.872694165302 -118.893636688232
propane_00464 -118.281364020362 -118.827311536277 -118.869252080822 -118.890163859547
propane_00465 -118.281821213627 -118.827430526512 -118.869381885821 -118.890242014514
propane_00466 -118.288484206881 -118.834397192324 -118.876695143190 -118.897730103332
propane_00467 -118.294737783756 -118.839505576629 -118.881368647940 -118.902049481680
propane_00468 -118.288616504397 -118.835000839699 -118.877045067459 -118.898066791881
