#Geometry,HF/cc-pVTZ,MP2/cc-pVTZ,CCSD/cc-pVTZ,CCSD(T)/cc-pVTZ,HF@pyscf+ccpvtz,CCSD@pyscf+ccpvtz,CCSD(T)@pyscf+ccpvtz,DFT(PBE)@pyscf+ccpvtz
propane_00119,-118.289760558911,-118.83536942671302,-118.87734374305,-118.898195673629,0.0,0.0,0.0,0.0
propane_00120,-118.29419837676501,-118.839903691269,-118.881865751324,-118.9026814101,0.0,0.0,0.0,0.0
propane_00121,-118.294107526329,-118.839385093516,-118.880981830851,-118.90149126729601,0.0,0.0,0.0,0.0
propane_00122,-118.29151620099199,-118.83718572232401,-118.879091199867,-118.89980110683001,0.0,0.0,0.0,0.0
propane_00123,-118.28821544814801,-118.833479565074,-118.87527136037001,-118.89591561624701,0.0,0.0,0.0,0.0
propane_00124,-118.286546487506,-118.83211288753799,-118.87439064671601,-118.895348711373,0.0,0.0,0.0,0.0
propane_00125,-118.287712887728,-118.832990937146,-118.87517076891899,-118.89610975474899,0.0,0.0,0.0,0.0
propane_00126,-118.290339679524,-118.834859172397,-118.876922806694,-118.89766421282101,0.0,0.0,0.0,0.0
propane_00127,-118.289810716889,-118.835965270396,-118.878128466898,-118.899180650558,0.0,0.0,0.0,0.0
propane_00128,-118.296221195821,-118.840660155091,-118.882457907518,-118.902999094718,0.0,0.0,0.0,0.0
propane_00129,-118.292174325647,-118.83787548121201,-118.880048904134,-118.90096026471599,0.0,0.0,0.0,0.0
propane_00130,-118.297532929009,-118.842032996879,-118.883974311346,-118.904605083935,0.0,0.0,0.0,0.0
propane_00131,-118.287910848513,-118.833677701939,-118.875778401518,-118.896706402255,0.0,0.0,0.0,0.0
propane_00132,-118.28289312154301,-118.828901574216,-118.870801169092,-118.891717443887,0.0,0.0,0.0,0.0
propane_00133,-118.288207840667,-118.833739175497,-118.87562410040199,-118.896401515212,0.0,0.0,0.0,0.0
propane_00134,-118.282613051373,-118.82940501955099,-118.871319688703,-118.892305939049,0.0,0.0,0.0,0.0
propane_00135,-118.292762401492,-118.837620927835,-118.879361521256,-118.899993583947,0.0,0.0,0.0,0.0
propane_00136,-118.287719534503,-118.834535088438,-118.876559726875,-118.897735319821,0.0,0.0,0.0,0.0
propane_00137,-118.292763181833,-118.838455632703,-118.880111646367,-118.900904597077,0.0,0.0,0.0,0.0
propane_00138,-118.29772464004401,-118.84338051996099,-118.88532983148899,-118.90616962584801,0.0,0.0,0.0,0.0
propane_00139,-118.29225031233999,-118.837936672535,-118.879609736676,-118.900253333064,0.0,0.0,0.0,0.0
propane_00140,-118.299624680886,-118.844008017761,-118.885690250242,-118.90613683507,0.0,0.0,0.0,0.0
propane_00141,-118.28962830832701,-118.83572511306801,-118.87783042002899,-118.898836507223,0.0,0.0,0.0,0.0
propane_00142,-118.29452012759701,-118.838778384983,-118.88060282235901,-118.901170105618,0.0,0.0,0.0,0.0
propane_00143,-118.28934680443301,-118.835403065006,-118.877859033083,-118.89900723591299,0.0,0.0,0.0,0.0
propane_00144,-118.29456372943301,-118.83844347593599,-118.88017309531601,-118.900584518008,0.0,0.0,0.0,0.0
propane_00145,-118.290134035212,-118.835853303491,-118.878181588361,-118.899194409897,0.0,0.0,0.0,0.0
propane_00146,-118.291416051518,-118.83598915736,-118.877845128985,-118.898460529254,0.0,0.0,0.0,0.0
propane_00147,-118.291446208587,-118.836759973924,-118.878826109898,-118.89964244967501,0.0,0.0,0.0,0.0
propane_00148,-118.291680567807,-118.83708637011699,-118.87918057438401,-118.89997898791599,0.0,0.0,0.0,0.0
propane_00149,-118.293025718154,-118.837419192311,-118.879256065456,-118.899766105452,0.0,0.0,0.0,0.0
propane_00150,-118.287121423458,-118.833490891961,-118.875742544754,-118.89684411943001,0.0,0.0,0.0,0.0
propane_00151,-118.29620432365299,-118.840396654037,-118.882113313242,-118.90264685129,0.0,0.0,0.0,0.0
propane_00152,-118.28519664036699,-118.83187978697,-118.873958985729,-118.895018574901,0.0,0.0,0.0,0.0
propane_00153,-118.28706843777901,-118.832572064062,-118.874015755768,-118.894603676433,0.0,0.0,0.0,0.0
propane_00154,-118.292843784827,-118.83901343581101,-118.88114650656901,-118.902231774401,0.0,0.0,0.0,0.0
propane_00155,-118.28911149369301,-118.83513290697701,-118.87681683018101,-118.897760181804,0.0,0.0,0.0,0.0
propane_00156,-118.290659668253,-118.837237560371,-118.878951002053,-118.90002012521099,0.0,0.0,0.0,0.0
propane_00157,-118.295447237922,-118.841464714868,-118.88315277444401,-118.903966739387,0.0,0.0,0.0,0.0
propane_00158,-118.29069680812701,-118.83687886225799,-118.877960497049,-118.898449743973,0.0,0.0,0.0,0.0
propane_00159,-118.291426732023,-118.838030493323,-118.87970154303301,-118.900544234764,0.0,0.0,0.0,0.0
propane_00160,-118.290320603548,-118.836061170455,-118.877503926436,-118.898174611187,0.0,0.0,0.0,0.0
propane_00161,-118.291753778009,-118.83770130466,-118.87978305974,-118.90082742575001,0.0,0.0,0.0,0.0
propane_00162,-118.28891283753599,-118.834506157152,-118.876734053624,-118.897742700404,0.0,0.0,0.0,0.0
propane_00163,-118.289300365436,-118.83471461391599,-118.876706492821,-118.89757883608601,0.0,0.0,0.0,0.0
propane_00164,-118.29357318910499,-118.838957891275,-118.881104378617,-118.901956069087,0.0,0.0,0.0,0.0
propane_00165,-118.287600531469,-118.83285497928699,-118.874475113216,-118.894993112941,0.0,0.0,0.0,0.0
propane_00166,-118.29080470698601,-118.836468292732,-118.878511081915,-118.89929555160101,0.0,0.0,0.0,0.0
propane_00167,-118.29535487803,-118.840088173291,-118.88192175650299,-118.90253232547,0.0,0.0,0.0,0.0
propane_00168,-118.29158208049101,-118.83684763204701,-118.878866503503,-118.899695238723,0.0,0.0,0.0,0.0
propane_00169,-118.295267038682,-118.840433510054,-118.882587148694,-118.903466414744,0.0,0.0,0.0,0.0
propane_00170,-118.29418701401801,-118.83914174628599,-118.880933380347,-118.901614262017,0.0,0.0,0.0,0.0
propane_00171,-118.290395753337,-118.836405481632,-118.87855133486,-118.89961807406601,0.0,0.0,0.0,0.0
propane_00172,-118.296736196684,-118.84135676117799,-118.88321992735399,-118.90403979047899,0.0,0.0,0.0,0.0
propane_00173,-118.29203398603599,-118.83831591086799,-118.88039028125401,-118.901513546834,0.0,0.0,0.0,0.0
propane_00174,-118.295242455425,-118.84056797842199,-118.88212161037599,-118.902725420103,0.0,0.0,0.0,0.0
propane_00175,-118.29203134176001,-118.837928945559,-118.879411571607,-118.900030724592,0.0,0.0,0.0,0.0
propane_00176,-118.290649105887,-118.837123905564,-118.878592286056,-118.899316591775,0.0,0.0,0.0,0.0
propane_00177,-118.293979222166,-118.840146425102,-118.881608912546,-118.90239873253701,0.0,0.0,0.0,0.0
propane_00178,-118.293074531861,-118.83894507365999,-118.880889703113,-118.901852790937,0.0,0.0,0.0,0.0
propane_00179,-118.287381047766,-118.832728112421,-118.874660976901,-118.895488732631,0.0,0.0,0.0,0.0
propane_00180,-118.293447718736,-118.83912707065399,-118.88147529900299,-118.902596372912,0.0,0.0,0.0,0.0
propane_00181,-118.291350565546,-118.83656155417499,-118.87840901791401,-118.89925068334999,0.0,0.0,0.0,0.0
propane_00182,-118.28850080456301,-118.83481963361601,-118.876898668113,-118.89798364684799,0.0,0.0,0.0,0.0
propane_00183,-118.291562349947,-118.836802818027,-118.878693478103,-118.89939545440599,0.0,0.0,0.0,0.0
propane_00184,-118.289273565658,-118.83470630745701,-118.87675388164601,-118.897521265632,0.0,0.0,0.0,0.0
propane_00185,-118.291171249641,-118.83604234559,-118.87816857581899,-118.898964010518,0.0,0.0,0.0,0.0
propane_00186,-118.28690762326201,-118.832640288884,-118.87469542132901,-118.895657753666,0.0,0.0,0.0,0.0
propane_00187,-118.28943106973699,-118.834982246324,-118.877135378789,-118.89806803693199,0.0,0.0,0.0,0.0
propane_00188,-118.291898687066,-118.837214143676,-118.87922703611,-118.9000002627,0.0,0.0,0.0,0.0
propane_00189,-118.28525780912099,-118.831634023405,-118.87356100731199,-118.894423007682,0.0,0.0,0.0,0.0
propane_00190,-118.290594709754,-118.835899890541,-118.87753378495701,-118.89811412882999,0.0,0.0,0.0,0.0
propane_00191,-118.284089303925,-118.831182941121,-118.873325614771,-118.894450024121,0.0,0.0,0.0,0.0
propane_00192,-118.284389651155,-118.829908589684,-118.871563021437,-118.892216150548,0.0,0.0,0.0,0.0
propane_00193,-118.285362182719,-118.831758306219,-118.87413768776699,-118.89527750309,0.0,0.0,0.0,0.0
propane_00194,-118.283702472594,-118.829819480839,-118.87189240645,-118.89290169011299,0.0,0.0,0.0,0.0
propane_00195,-118.283823948827,-118.830297272322,-118.872181152547,-118.893196948211,0.0,0.0,0.0,0.0
propane_00196,-118.28906259005801,-118.835097445974,-118.87720864770901,-118.89820546322599,0.0,0.0,0.0,0.0
propane_00197,-118.28832497534401,-118.833492347815,-118.87532278634599,-118.896001972941,0.0,0.0,0.0,0.0
propane_00198,-118.28667152623,-118.832561967274,-118.87476316846902,-118.89571815729201,0.0,0.0,0.0,0.0
propane_00199,-118.281847835088,-118.82720001245899,-118.86910679921301,-118.88983175821899,0.0,0.0,0.0,0.0
propane_00200,-118.282174027225,-118.828289794497,-118.870525764865,-118.891480022922,0.0,0.0,0.0,0.0
propane_00201,-118.287186004224,-118.832595829035,-118.874532643319,-118.895232886582,0.0,0.0,0.0,0.0
propane_00202,-118.281563878587,-118.82760542104499,-118.869522047897,-118.890301450459,0.0,0.0,0.0,0.0
propane_00203,-118.283714405474,-118.830273171899,-118.872389039917,-118.89345609088,0.0,0.0,0.0,0.0
propane_00204,-118.285883503107,-118.83137926949699,-118.87333132174999,-118.89421013429,0.0,0.0,0.0,0.0
propane_00205,-118.27805239851601,-118.82558774079399,-118.867915515548,-118.88930232172599,0.0,0.0,0.0,0.0
propane_00206,-118.279885592362,-118.826147370169,-118.86793969847,-118.88877746825099,0.0,0.0,0.0,0.0
propane_00207,-118.277206357932,-118.82468791106001,-118.866528157733,-118.887521701805,0.0,0.0,0.0,0.0
propane_00208,-118.272878827073,-118.820616569322,-118.86194049732599,-118.88271835680901,0.0,0.0,0.0,0.0
propane_00209,-118.279233576868,-118.826812249815,-118.86838769316,-118.88934330376301,0.0,0.0,0.0,0.0
propane_00210,-118.28384953270901,-118.830682500326,-118.872503205396,-118.893531878406,0.0,0.0,0.0,0.0
propane_00211,-118.283068405605,-118.829611732248,-118.871567199186,-118.892613705009,0.0,0.0,0.0,0.0
propane_00212,-118.28680443468201,-118.833257780476,-118.875278626141,-118.89632692945,0.0,0.0,0.0,0.0
propane_00213,-118.293365981259,-118.838747434163,-118.880483688435,-118.901185916116,0.0,0.0,0.0,0.0
propane_00214,-118.289836388229,-118.835740165846,-118.87772940058201,-118.89863719015699,0.0,0.0,0.0,0.0
propane_00215,-118.288544994342,-118.83377882269501,-118.87575866232599,-118.89654570128599,0.0,0.0,0.0,0.0
propane_00216,-118.28577191821199,-118.831158732997,-118.87328211523399,-118.894098956441,0.0,0.0,0.0,0.0
propane_00217,-118.284495560808,-118.82960508515801,-118.871593759627,-118.892286548863,0.0,0.0,0.0,0.0
propane_00218,-118.28965591187401,-118.834924010405,-118.87705146345199,-118.897883217162,0.0,0.0,0.0,0.0
propane_00219,-118.287007073195,-118.83235296163099,-118.87425769483102,-118.89507942062599,0.0,0.0,0.0,0.0
propane_00220,-118.289978677992,-118.835576793631,-118.87791475849701,-118.899072895921,0.0,0.0,0.0,0.0
propane_00221,-118.29076887352,-118.83553652164801,-118.87773082825501,-118.898640972451,0.0,0.0,0.0,0.0
propane_00222,-118.29109480872101,-118.836585413514,-118.87873495376199,-118.899681419736,0.0,0.0,0.0,0.0
propane_00223,-118.293931693504,-118.83952410343299,-118.881462660172,-118.902329485178,0.0,0.0,0.0,0.0
propane_00224,-118.28898140017,-118.83562515158701,-118.877124633447,-118.897958832964,0.0,0.0,0.0,0.0
propane_00225,-118.288532340103,-118.835753728797,-118.877480470427,-118.89850244555001,0.0,0.0,0.0,0.0
propane_00226,-118.292835720866,-118.83819161334401,-118.879431332094,-118.899910430047,0.0,0.0,0.0,0.0
propane_00227,-118.281862150249,-118.82973132156799,-118.87171032148198,-118.89296753932501,0.0,0.0,0.0,0.0
propane_00228,-118.290732996005,-118.83602277785,-118.877454393604,-118.898065457211,0.0,0.0,0.0,0.0
propane_00229,-118.291078418048,-118.837888197486,-118.87982822206,-118.900972637639,0.0,0.0,0.0,0.0
propane_00230,-118.29349342318501,-118.839257282729,-118.88094584139,-118.901759872213,0.0,0.0,0.0,0.0
propane_00231,-118.298652495916,-118.843478982514,-118.885290650404,-118.90594399906901,0.0,0.0,0.0,0.0
propane_00232,-118.296855660485,-118.84195811417801,-118.88411259581899,-118.90492426027001,0.0,0.0,0.0,0.0
propane_00233,-118.29915317368099,-118.842876857713,-118.884692433909,-118.90514218454399,0.0,0.0,0.0,0.0
propane_00234,-118.28735130228,-118.833511737313,-118.875830389669,-118.896915974501,0.0,0.0,0.0,0.0
propane_00235,-118.296012757194,-118.839406748144,-118.881111887352,-118.901436636916,0.0,0.0,0.0,0.0
propane_00236,-118.288983577094,-118.834785070153,-118.877350715942,-118.898470038081,0.0,0.0,0.0,0.0
propane_00237,-118.295605494107,-118.83929113028098,-118.88110062465799,-118.901563262607,0.0,0.0,0.0,0.0
propane_00238,-118.29481527212799,-118.84028316039499,-118.8825340835,-118.903493779309,0.0,0.0,0.0,0.0
propane_00239,-118.295803250555,-118.840831583297,-118.88274370126699,-118.903457765668,0.0,0.0,0.0,0.0
propane_00240,-118.29703530081899,-118.84176752156799,-118.88350536433799,-118.90403077395,0.0,0.0,0.0,0.0
propane_00241,-118.293577526028,-118.839555860549,-118.881698548372,-118.902614403959,0.0,0.0,0.0,0.0
propane_00242,-118.297488390767,-118.841723800738,-118.883167239442,-118.903555412101,0.0,0.0,0.0,0.0
propane_00243,-118.284181278284,-118.831945707155,-118.87407497347,-118.89544639110201,0.0,0.0,0.0,0.0
propane_00244,-118.294203473153,-118.838935046206,-118.880395213809,-118.900968150576,0.0,0.0,0.0,0.0
propane_00245,-118.292156377337,-118.838954666831,-118.881010823235,-118.90216560160299,0.0,0.0,0.0,0.0
propane_00246,-118.29789549366699,-118.84309203108,-118.884742597731,-118.90541159362101,0.0,0.0,0.0,0.0
propane_00247,-118.298109526803,-118.84370190048,-118.88533217408,-118.90603294236901,0.0,0.0,0.0,0.0
propane_00248,-118.295422438969,-118.841508822431,-118.883304754855,-118.904131867182,0.0,0.0,0.0,0.0
propane_00249,-118.30196446892201,-118.845709397295,-118.887194928566,-118.907471538542,0.0,0.0,0.0,0.0
propane_00250,-118.28995741355499,-118.83638206355499,-118.87874298395701,-118.89987714991501,0.0,0.0,0.0,0.0
propane_00251,-118.295659521616,-118.839299283454,-118.880971789532,-118.90138446476101,0.0,0.0,0.0,0.0
propane_00252,-118.291249450145,-118.83723746667499,-118.87980337661301,-118.90106880186701,0.0,0.0,0.0,0.0
propane_00253,-118.296244037936,-118.84073343358999,-118.882546208074,-118.90328425968,0.0,0.0,0.0,0.0
propane_00254,-118.295602573036,-118.841214234028,-118.88319872928601,-118.904077570485,0.0,0.0,0.0,0.0
propane_00255,-118.29869746252399,-118.84380280174601,-118.885608712859,-118.906214404716,0.0,0.0,0.0,0.0
propane_00256,-118.293930999051,-118.839165459592,-118.880694256616,-118.901195288711,0.0,0.0,0.0,0.0
propane_00257,-118.294307062318,-118.840133586096,-118.882139884984,-118.90303471653601,0.0,0.0,0.0,0.0
propane_00258,-118.29316577907801,-118.838211027843,-118.87973554157,-118.900327675872,0.0,0.0,0.0,0.0
propane_00259,-118.287592925605,-118.834469713038,-118.87652641270999,-118.897631267908,0.0,0.0,0.0,0.0
propane_00260,-118.296639345361,-118.841446350401,-118.883122254622,-118.903708175676,0.0,0.0,0.0,0.0
propane_00261,-118.29159101065399,-118.837683259508,-118.879533484984,-118.90040898042999,0.0,0.0,0.0,0.0
propane_00262,-118.295103014779,-118.84099049533701,-118.882835697883,-118.90371104030301,0.0,0.0,0.0,0.0
propane_00263,-118.29964932870399,-118.84456379283701,-118.886178523431,-118.90675302555701,0.0,0.0,0.0,0.0
propane_00264,-118.29163626498301,-118.83811614097,-118.87998751288,-118.900883534862,0.0,0.0,0.0,0.0
propane_00265,-118.291383144872,-118.836895527941,-118.87831604330401,-118.898870635371,0.0,0.0,0.0,0.0
propane_00266,-118.293056614866,-118.839161890674,-118.881307062155,-118.90233119542201,0.0,0.0,0.0,0.0
propane_00267,-118.290411932292,-118.836156340711,-118.877773938541,-118.89856815100201,0.0,0.0,0.0,0.0
propane_00268,-118.291264578493,-118.837456269993,-118.879479684762,-118.900549813816,0.0,0.0,0.0,0.0
propane_00269,-118.296632160099,-118.841800970124,-118.88387501007901,-118.904737964124,0.0,0.0,0.0,0.0
propane_00270,-118.290685981971,-118.83663125668,-118.878375366005,-118.899163063271,0.0,0.0,0.0,0.0
propane_00271,-118.296156708745,-118.841880242941,-118.883708390118,-118.904441865892,0.0,0.0,0.0,0.0
propane_00272,-118.294585301076,-118.840066233635,-118.881591854637,-118.902118568488,0.0,0.0,0.0,0.0
propane_00273,-118.29196097260099,-118.838153166936,-118.879872853232,-118.900666553424,0.0,0.0,0.0,0.0
propane_00274,-118.294623582234,-118.83964264381201,-118.881575243659,-118.902294366271,0.0,0.0,0.0,0.0
propane_00275,-118.29164479724501,-118.83684940054,-118.878955811087,-118.899854776491,0.0,0.0,0.0,0.0
propane_00276,-118.289083397204,-118.834650762227,-118.877042997824,-118.89818927141899,0.0,0.0,0.0,0.0
propane_00277,-118.293181624664,-118.83790932998801,-118.879758914555,-118.900530629239,0.0,0.0,0.0,0.0
propane_00278,-118.293620758309,-118.83983346305,-118.88187284075501,-118.90288687798201,0.0,0.0,0.0,0.0
propane_00279,-118.298005553484,-118.842465081049,-118.883834201705,-118.90416342242901,0.0,0.0,0.0,0.0
propane_00280,-118.292428781574,-118.83871184062299,-118.88050236665701,-118.90131637698,0.0,0.0,0.0,0.0
propane_00281,-118.30094719222099,-118.84533772389901,-118.88705166100901,-118.90754062219101,0.0,0.0,0.0,0.0
propane_00282,-118.29399666726299,-118.839682150007,-118.88151158274599,-118.90237740294201,0.0,0.0,0.0,0.0
propane_00283,-118.296201069153,-118.841499165243,-118.88341687339701,-118.90426265489599,0.0,0.0,0.0,0.0
propane_00284,-118.2966166033,-118.84131116161,-118.8831478691,-118.90379410214199,0.0,0.0,0.0,0.0
propane_00285,-118.29208221871099,-118.83795523258499,-118.880000048243,-118.90089974418899,0.0,0.0,0.0,0.0
propane_00286,-118.30036132478901,-118.84397262760099,-118.88571359191499,-118.906090542072,0.0,0.0,0.0,0.0
propane_00287,-118.285228961082,-118.832047419475,-118.87420720985001,-118.89530266009001,0.0,0.0,0.0,0.0
propane_00288,-118.29761119825199,-118.841516921543,-118.88305495816401,-118.903377177511,0.0,0.0,0.0,0.0
propane_00289,-118.291753916674,-118.837761503295,-118.879859484904,-118.90074551263201,0.0,0.0,0.0,0.0
propane_00290,-118.296121391491,-118.840583029728,-118.88236139746701,-118.902896614814,0.0,0.0,0.0,0.0
propane_00291,-118.291367750573,-118.83730743637,-118.87944560273701,-118.900539998596,0.0,0.0,0.0,0.0
propane_00292,-118.289040952695,-118.83525242582,-118.877277165073,-118.898456378916,0.0,0.0,0.0,0.0
propane_00293,-118.29461283020399,-118.839493433827,-118.881448572326,-118.902289499342,0.0,0.0,0.0,0.0
propane_00294,-118.287399819944,-118.834184051309,-118.876247043463,-118.897356089314,0.0,0.0,0.0,0.0
propane_00295,-118.294352092987,-118.83880703736999,-118.88018580428101,-118.90048805903999,0.0,0.0,0.0,0.0
propane_00296,-118.284993197852,-118.83232343426,-118.87427878124599,-118.89529257710699,0.0,0.0,0.0,0.0
propane_00297,-118.291145770494,-118.836537070289,-118.877787717524,-118.89826666032499,0.0,0.0,0.0,0.0
propane_00298,-118.29061136976699,-118.837215948216,-118.87932117716801,-118.900382007563,0.0,0.0,0.0,0.0
propane_00299,-118.29162646299999,-118.83703211292999,-118.878699670268,-118.899345060669,0.0,0.0,0.0,0.0
propane_00300,-118.294050649864,-118.839970665386,-118.88192614649,-118.902803487682,0.0,0.0,0.0,0.0
propane_00301,-118.29353858334,-118.839469582386,-118.881147894386,-118.901952345339,0.0,0.0,0.0,0.0
propane_00302,-118.29189740972299,-118.83778765314399,-118.87941447942801,-118.900189900051,0.0,0.0,0.0,0.0
propane_00303,-118.298920577019,-118.844018980387,-118.886212164419,-118.90706162526101,0.0,0.0,0.0,0.0
propane_00304,-118.29154310845699,-118.836698683426,-118.878534142194,-118.899205032775,0.0,0.0,0.0,0.0
propane_00305,-118.290911747274,-118.836805663945,-118.878957917881,-118.89994486281999,0.0,0.0,0.0,0.0
propane_00306,-118.295375266795,-118.840028016026,-118.88190013304701,-118.90256813641199,0.0,0.0,0.0,0.0
propane_00307,-118.287500629737,-118.83361354593599,-118.875563601696,-118.896473774268,0.0,0.0,0.0,0.0
propane_00308,-118.292145802531,-118.83719744340999,-118.8790392945,-118.89970524395599,0.0,0.0,0.0,0.0
propane_00309,-118.28899910032601,-118.834795514687,-118.877005238296,-118.89793608488002,0.0,0.0,0.0,0.0
propane_00310,-118.294842864663,-118.83940643760799,-118.88141673359101,-118.90209362796699,0.0,0.0,0.0,0.0
propane_00311,-118.286540217413,-118.83281016071501,-118.874863591248,-118.895894153275,0.0,0.0,0.0,0.0
propane_00312,-118.293720730733,-118.838739766719,-118.88075831521601,-118.901532728995,0.0,0.0,0.0,0.0
propane_00313,-118.28941380339501,-118.835047207283,-118.87705594831499,-118.897858770263,0.0,0.0,0.0,0.0
propane_00314,-118.285302593165,-118.8316461119,-118.873656002913,-118.894630553064,0.0,0.0,0.0,0.0
propane_00315,-118.29778946551001,-118.842099991377,-118.884230155205,-118.904996713794,0.0,0.0,0.0,0.0
propane_00316,-118.286831215491,-118.833216841059,-118.87546494746799,-118.89661126031099,0.0,0.0,0.0,0.0
propane_00317,-118.294538861395,-118.83898587761499,-118.880832759312,-118.90138000335699,0.0,0.0,0.0,0.0
propane_00318,-118.29533557767701,-118.84089631366899,-118.883123536756,-118.90398845571801,0.0,0.0,0.0,0.0
propane_00319,-118.290062770439,-118.83556724402,-118.87708268093701,-118.897684469734,0.0,0.0,0.0,0.0
propane_00320,-118.292063805716,-118.83808965090999,-118.880003126026,-118.900862194903,0.0,0.0,0.0,0.0
propane_00321,-118.299833446526,-118.844559447967,-118.886322225549,-118.906872443925,0.0,0.0,0.0,0.0
propane_00322,-118.294912856357,-118.84059146557199,-118.882242507557,-118.902915928859,0.0,0.0,0.0,0.0
propane_00323,-118.293336014445,-118.83938509557899,-118.88130603736201,-118.90222508321301,0.0,0.0,0.0,0.0
propane_00324,-118.299283936686,-118.84399927288901,-118.88580228539,-118.906506082102,0.0,0.0,0.0,0.0
propane_00325,-118.29106512032,-118.83753011445299,-118.879645331005,-118.90077488733101,0.0,0.0,0.0,0.0
propane_00326,-118.291758517084,-118.83680376206699,-118.878583456036,-118.899250416286,0.0,0.0,0.0,0.0
propane_00327,-118.29281139519199,-118.83843037830401,-118.880599652552,-118.90151784971201,0.0,0.0,0.0,0.0
propane_00328,-118.288180254237,-118.833757920726,-118.87549313540801,-118.89624357113199,0.0,0.0,0.0,0.0
propane_00329,-118.293863256171,-118.839200160539,-118.881356188333,-118.90223400443399,0.0,0.0,0.0,0.0
propane_00330,-118.29124954038001,-118.836332861513,-118.878227420442,-118.89889424071698,0.0,0.0,0.0,0.0
propane_00331,-118.287682755137,-118.833556061786,-118.87550911077801,-118.89629146393,0.0,0.0,0.0,0.0
propane_00332,-118.290572931821,-118.836111942454,-118.87820786464701,-118.899010509585,0.0,0.0,0.0,0.0
propane_00333,-118.29419052453301,-118.839349161731,-118.881286802966,-118.902028239409,0.0,0.0,0.0,0.0
propane_00334,-118.28381379509399,-118.83023065316999,-118.87201151379,-118.892929760501,0.0,0.0,0.0,0.0
propane_00335,-118.289604318412,-118.835291095686,-118.877385232416,-118.898298022247,0.0,0.0,0.0,0.0
propane_00336,-118.290504155,-118.835918918774,-118.877749636944,-118.89846475000799,0.0,0.0,0.0,0.0
propane_00337,-118.28293864737499,-118.829902841742,-118.871557192397,-118.89243492733499,0.0,0.0,0.0,0.0
propane_00338,-118.29957865440201,-118.84445161612,-118.88607003513,-118.90654207337099,0.0,0.0,0.0,0.0
propane_00339,-118.28220155733601,-118.8299775342,-118.871420712508,-118.892300155294,0.0,0.0,0.0,0.0
propane_00340,-118.292952668194,-118.83877942071501,-118.88022841600402,-118.900861356843,0.0,0.0,0.0,0.0
propane_00341,-118.290757057376,-118.83698098111601,-118.879083512732,-118.900158446936,0.0,0.0,0.0,0.0
propane_00342,-118.279635820436,-118.826164979953,-118.867955201987,-118.889037642611,0.0,0.0,0.0,0.0
propane_00343,-118.286694161524,-118.83305657930201,-118.87521799748501,-118.896377768027,0.0,0.0,0.0,0.0
propane_00344,-118.28915479502301,-118.83472144000099,-118.87660022693001,-118.89743193535999,0.0,0.0,0.0,0.0
propane_00345,-118.29018154512801,-118.836414622051,-118.87832990975299,-118.89923523128701,0.0,0.0,0.0,0.0
propane_00346,-118.28492289747801,-118.831348279337,-118.87307892639,-118.89387282159001,0.0,0.0,0.0,0.0
propane_00347,-118.299734185532,-118.84408019225799,-118.885777156648,-118.906201016168,0.0,0.0,0.0,0.0
propane_00348,-118.28479581250099,-118.831810482577,-118.873779364976,-118.894781560836,0.0,0.0,0.0,0.0
propane_00349,-118.297307289838,-118.841361219609,-118.88298036341499,-118.903394617667,0.0,0.0,0.0,0.0
propane_00350,-118.288114054604,-118.834936692619,-118.877353236382,-118.898624980429,0.0,0.0,0.0,0.0
propane_00351,-118.28838372598801,-118.833423578312,-118.874940208573,-118.89556663621599,0.0,0.0,0.0,0.0
propane_00352,-118.293666655874,-118.83928278411,-118.88167436277901,-118.902774673264,0.0,0.0,0.0,0.0
propane_00353,-118.29251337615,-118.83774927859699,-118.879585599417,-118.900369284026,0.0,0.0,0.0,0.0
propane_00354,-118.293780478038,-118.839325788668,-118.881123863622,-118.901867749294,0.0,0.0,0.0,0.0
propane_00355,-118.294920556761,-118.840723693677,-118.882658632689,-118.903431802623,0.0,0.0,0.0,0.0
propane_00356,-118.294540154711,-118.839705060044,-118.881110230094,-118.901562291425,0.0,0.0,0.0,0.0
propane_00357,-118.287202130989,-118.834197746733,-118.87633887240601,-118.897523684699,0.0,0.0,0.0,0.0
propane_00358,-118.293949899633,-118.83799970845502,-118.879844844991,-118.900494049545,0.0,0.0,0.0,0.0
propane_00359,-118.280107786773,-118.827405129504,-118.870036121998,-118.89156713392401,0.0,0.0,0.0,0.0
propane_00360,-118.290592310727,-118.835460608671,-118.87716950191799,-118.897811153753,0.0,0.0,0.0,0.0
propane_00361,-118.29445967025801,-118.84026692516899,-118.88234835458599,-118.903177418946,0.0,0.0,0.0,0.0
propane_00362,-118.288414872757,-118.83431780116699,-118.87589242202401,-118.89644782749201,0.0,0.0,0.0,0.0
propane_00363,-118.292373162717,-118.837813398534,-118.87945524805001,-118.89998094558399,0.0,0.0,0.0,0.0
propane_00364,-118.28928515881,-118.83528996285,-118.877328930794,-118.898194744846,0.0,0.0,0.0,0.0
propane_00365,-118.294708432372,-118.838876624085,-118.88079378946699,-118.90143875310899,0.0,0.0,0.0,0.0
propane_00366,-118.281839118497,-118.828773506756,-118.871481260369,-118.893020340041,0.0,0.0,0.0,0.0
propane_00367,-118.28757877194,-118.832143155781,-118.873959256482,-118.894717564272,0.0,0.0,0.0,0.0
propane_00368,-118.289347615981,-118.835672226235,-118.87801072312,-118.899170947843,0.0,0.0,0.0,0.0
